original	pos	offset	synset_name	lemma
n04496614	n	4496614	tulle.n.01	tulle
n04496726	n	4496726	tumble-dryer.n.01	tumble-dryer
n04496872	n	4496872	tumbler.n.02	tumbler
n04497442	n	4497442	tun.n.01	tun
n04497570	n	4497570	tunic.n.02	tunic
n04497801	n	4497801	tuning_fork.n.01	tuning_fork
n04498389	n	4498389	turban.n.01	turban
n04498523	n	4498523	turbine.n.01	turbine
n04498873	n	4498873	turbogenerator.n.01	turbogenerator
n04499810	n	4499810	turnbuckle.n.01	turnbuckle
n04500060	n	4500060	turner.n.08	turner
n04501370	n	4501370	turnstile.n.01	turnstile
n04501550	n	4501550	turntable.n.01	turntable
n04501837	n	4501837	turntable.n.02	turntable
n04501947	n	4501947	turret.n.01	turret
n04502059	n	4502059	turret_clock.n.01	turret_clock
n04502197	n	4502197	turtleneck.n.01	turtleneck
n04502502	n	4502502	tweed.n.01	tweed
n04502670	n	4502670	tweeter.n.01	tweeter
n04502851	n	4502851	twenty-two.n.02	twenty-two
n04503413	n	4503413	twin_bed.n.01	twin_bed
n04503499	n	4503499	twinjet.n.01	twinjet
n04503593	n	4503593	twist_bit.n.01	twist_bit
n04504038	n	4504038	two-man_tent.n.01	two-man_tent
n04504141	n	4504141	two-piece.n.01	two-piece
n04504770	n	4504770	typesetting_machine.n.01	typesetting_machine
n04505036	n	4505036	typewriter.n.01	typewriter
n04505470	n	4505470	typewriter_keyboard.n.01	typewriter_keyboard
n04506289	n	4506289	uke.n.01	uke
n04506506	n	4506506	ultracentrifuge.n.01	ultracentrifuge
n04506688	n	4506688	ultramicroscope.n.01	ultramicroscope
n04506994	n	4506994	ultraviolet_lamp.n.01	ultraviolet_lamp
n04507155	n	4507155	umbrella.n.01	umbrella
n04507326	n	4507326	umbrella_tent.n.01	umbrella_tent
n04507453	n	4507453	undercarriage.n.01	undercarriage
n04508163	n	4508163	undergarment.n.01	undergarment
n04508489	n	4508489	underpants.n.01	underpants
n04508949	n	4508949	underwear.n.01	underwear
n04509171	n	4509171	undies.n.01	undies
n04509417	n	4509417	unicycle.n.01	unicycle
n04509592	n	4509592	uniform.n.01	uniform
n04510706	n	4510706	universal_joint.n.01	universal_joint
n04511002	n	4511002	university.n.02	university
n04513827	n	4513827	upholstery.n.01	upholstery
n04513998	n	4513998	upholstery_material.n.01	upholstery_material
n04515003	n	4515003	upright.n.02	upright
n04515729	n	4515729	upstairs.n.01	upstairs
n04516214	n	4516214	urn.n.02	urn
n04516354	n	4516354	used-car.n.01	used-car
n04516672	n	4516672	utensil.n.01	utensil
n04517211	n	4517211	uzi.n.01	Uzi
n04517408	n	4517408	vacation_home.n.01	vacation_home
n04517823	n	4517823	vacuum.n.04	vacuum
n04518132	n	4518132	vacuum_flask.n.01	vacuum_flask
n04518343	n	4518343	vacuum_gauge.n.01	vacuum_gauge
n04519153	n	4519153	valve.n.03	valve
n04520170	n	4520170	van.n.05	van
n04520962	n	4520962	vaporizer.n.01	vaporizer
n04521863	n	4521863	variometer.n.01	variometer
n04521987	n	4521987	varnish.n.01	varnish
n04522168	n	4522168	vase.n.01	vase
n04523525	n	4523525	vault.n.03	vault
n04524142	n	4524142	vaulting_horse.n.01	vaulting_horse
n04524313	n	4524313	vehicle.n.01	vehicle
n04524716	n	4524716	velocipede.n.01	velocipede
n04524941	n	4524941	velour.n.01	velour
n04525038	n	4525038	velvet.n.01	velvet
n04525191	n	4525191	velveteen.n.01	velveteen
n04525305	n	4525305	vending_machine.n.01	vending_machine
n04525417	n	4525417	veneer.n.01	veneer
n04525584	n	4525584	venetian_blind.n.01	Venetian_blind
n04526800	n	4526800	ventilation_shaft.n.01	ventilation_shaft
n04526964	n	4526964	ventilator.n.01	ventilator
n04527648	n	4527648	veranda.n.01	veranda
n04528968	n	4528968	vernier_caliper.n.01	vernier_caliper
n04530283	n	4530283	vertical_tail.n.01	vertical_tail
n04530456	n	4530456	very_pistol.n.01	Very_pistol
n04530566	n	4530566	vessel.n.02	vessel
n04531098	n	4531098	vessel.n.03	vessel
n04531873	n	4531873	vest.n.01	vest
n04532106	n	4532106	vestment.n.01	vestment
n04532398	n	4532398	vest_pocket.n.01	vest_pocket
n04532504	n	4532504	vestry.n.02	vestry
n04532670	n	4532670	viaduct.n.01	viaduct
n04532831	n	4532831	vibraphone.n.01	vibraphone
n04533042	n	4533042	vibrator.n.02	vibrator
n04533199	n	4533199	vibrator.n.01	vibrator
n04533594	n	4533594	vicuna.n.02	vicuna
n04533700	n	4533700	videocassette.n.01	videocassette
n04533802	n	4533802	videocassette_recorder.n.01	videocassette_recorder
n04533946	n	4533946	videodisk.n.01	videodisk
n04534127	n	4534127	video_recording.n.01	video_recording
n04534359	n	4534359	videotape.n.02	videotape
n04534520	n	4534520	videotape.n.01	videotape
n04534895	n	4534895	vigil_light.n.01	vigil_light
n04535252	n	4535252	villa.n.04	villa
n04535370	n	4535370	villa.n.03	villa
n04535524	n	4535524	villa.n.02	villa
n04536153	n	4536153	viol.n.01	viol
n04536335	n	4536335	viola.n.03	viola
n04536465	n	4536465	viola_da_braccio.n.01	viola_da_braccio
n04536595	n	4536595	viola_da_gamba.n.01	viola_da_gamba
n04536765	n	4536765	viola_d'amore.n.01	viola_d'amore
n04536866	n	4536866	violin.n.01	violin
n04538249	n	4538249	viscometer.n.01	viscometer
n04538552	n	4538552	vise.n.01	vise
n04539053	n	4539053	visual_display_unit.n.01	visual_display_unit
n04539203	n	4539203	vivarium.n.01	vivarium
n04539407	n	4539407	viyella.n.01	Viyella
n04539794	n	4539794	voile.n.01	voile
n04540053	n	4540053	volleyball.n.02	volleyball
n04541320	n	4541320	voltmeter.n.01	voltmeter
n04541987	n	4541987	voting_booth.n.01	voting_booth
n04542095	n	4542095	voting_machine.n.01	voting_machine
n04542858	n	4542858	wading_pool.n.01	wading_pool
n04542943	n	4542943	waffle_iron.n.01	waffle_iron
n04543158	n	4543158	wagon.n.01	wagon
n04543509	n	4543509	wagon.n.04	wagon
n04543636	n	4543636	wagon_tire.n.01	wagon_tire
n04543772	n	4543772	wagon_wheel.n.01	wagon_wheel
n04543996	n	4543996	wainscot.n.02	wainscot
n04544325	n	4544325	wainscoting.n.01	wainscoting
n04544450	n	4544450	waist_pack.n.01	waist_pack
n04545305	n	4545305	walker.n.06	walker
n04545471	n	4545471	walker.n.05	walker
n04545748	n	4545748	walker.n.04	walker
n04545984	n	4545984	walk-in.n.04	walk-in
n04546081	n	4546081	walking_shoe.n.01	walking_shoe
n04546194	n	4546194	walking_stick.n.01	walking_stick
n04546340	n	4546340	walkman.n.01	Walkman
n04546595	n	4546595	walk-up_apartment.n.01	walk-up_apartment
n04546855	n	4546855	wall.n.01	wall
n04547592	n	4547592	wall.n.07	wall
n04548280	n	4548280	wall_clock.n.01	wall_clock
n04548362	n	4548362	wallet.n.01	wallet
n04549028	n	4549028	wall_tent.n.01	wall_tent
n04549122	n	4549122	wall_unit.n.01	wall_unit
n04549629	n	4549629	wand.n.01	wand
n04549919	n	4549919	ward.n.03	ward
n04550184	n	4550184	wardrobe.n.01	wardrobe
n04551055	n	4551055	warehouse.n.01	warehouse
n04552348	n	4552348	warplane.n.01	warplane
n04552551	n	4552551	war_room.n.01	war_room
n04552696	n	4552696	warship.n.01	warship
n04553561	n	4553561	wash-and-wear.n.01	wash-and-wear
n04553703	n	4553703	washbasin.n.02	washbasin
n04554211	n	4554211	washboard.n.02	washboard
n04554406	n	4554406	washboard.n.01	washboard
n04554684	n	4554684	washer.n.03	washer
n04554871	n	4554871	washer.n.02	washer
n04555291	n	4555291	washroom.n.01	washroom
n04555400	n	4555400	washstand.n.01	washstand
n04555700	n	4555700	wastepaper_basket.n.01	wastepaper_basket
n04555897	n	4555897	watch.n.01	watch
n04556408	n	4556408	watch_cap.n.01	watch_cap
n04556533	n	4556533	watch_case.n.01	watch_case
n04556948	n	4556948	watchtower.n.01	watchtower
n04557522	n	4557522	water_bed.n.01	water_bed
n04557648	n	4557648	water_bottle.n.01	water_bottle
n04558478	n	4558478	water_closet.n.01	water_closet
n04559166	n	4559166	water_cooler.n.01	water_cooler
n04559451	n	4559451	water_faucet.n.01	water_faucet
n04559620	n	4559620	water_filter.n.01	water_filter
n04559730	n	4559730	water_gauge.n.01	water_gauge
n04559910	n	4559910	water_glass.n.02	water_glass
n04560113	n	4560113	water_heater.n.01	water_heater
n04560292	n	4560292	watering_can.n.01	watering_can
n04560804	n	4560804	water_jug.n.01	water_jug
n04560882	n	4560882	water_jump.n.01	water_jump
n04561287	n	4561287	water_meter.n.01	water_meter
n04561422	n	4561422	water_mill.n.01	water_mill
n04561734	n	4561734	waterproof.n.01	waterproof
n04562122	n	4562122	water_scooter.n.01	water_scooter
n04562935	n	4562935	water_tower.n.01	water_tower
n04563020	n	4563020	water_wagon.n.01	water_wagon
n04563204	n	4563204	waterwheel.n.02	waterwheel
n04563413	n	4563413	waterwheel.n.01	waterwheel
n04563560	n	4563560	water_wings.n.01	water_wings
n04563790	n	4563790	waterworks.n.02	waterworks
n04564278	n	4564278	wattmeter.n.01	wattmeter
n04565375	n	4565375	weapon.n.01	weapon
n04566257	n	4566257	weaponry.n.01	weaponry
n04566561	n	4566561	weapons_carrier.n.01	weapons_carrier
n04568069	n	4568069	weathervane.n.01	weathervane
n04568557	n	4568557	web.n.02	web
n04568713	n	4568713	web.n.06	web
n04568841	n	4568841	webbing.n.03	webbing
n04569520	n	4569520	wedge.n.06	wedge
n04569822	n	4569822	wedge.n.05	wedge
n04570815	n	4570815	weekender.n.02	weekender
n04570958	n	4570958	weighbridge.n.01	weighbridge
n04571292	n	4571292	weight.n.02	weight
n04571686	n	4571686	weir.n.02	weir
n04571958	n	4571958	weld.n.03	weld
n04572121	n	4572121	welder's_mask.n.01	welder's_mask
n04572935	n	4572935	well.n.02	well
n04573513	n	4573513	wet_bar.n.01	wet_bar
n04573937	n	4573937	wet_fly.n.01	wet_fly
n04574067	n	4574067	wet_suit.n.01	wet_suit
n04574471	n	4574471	whaler.n.02	whaler
n04574999	n	4574999	wheel.n.01	wheel
n04575824	n	4575824	wheel_and_axle.n.01	wheel_and_axle
n04576002	n	4576002	wheelchair.n.01	wheelchair
n04576211	n	4576211	wheeled_vehicle.n.01	wheeled_vehicle
n04576971	n	4576971	wheelwork.n.01	wheelwork
n04577293	n	4577293	wherry.n.01	wherry
n04577426	n	4577426	whetstone.n.01	whetstone
n04577769	n	4577769	whip.n.01	whip
n04578112	n	4578112	whipcord.n.02	whipcord
n04578934	n	4578934	whisk.n.01	whisk
n04579056	n	4579056	whiskey_bottle.n.01	whiskey_bottle
n04579145	n	4579145	whiskey_jug.n.01	whiskey_jug
n04579230	n	4579230	whispering_gallery.n.01	whispering_gallery
n04579432	n	4579432	whistle.n.04	whistle
n04579667	n	4579667	whistle.n.03	whistle
n04579986	n	4579986	white.n.11	white
n04580493	n	4580493	white_goods.n.01	white_goods
n04581102	n	4581102	whitewash.n.02	whitewash
n04581595	n	4581595	whorehouse.n.01	whorehouse
n04581829	n	4581829	wick.n.02	wick
n04582205	n	4582205	wicker.n.02	wicker
n04582349	n	4582349	wicker_basket.n.01	wicker_basket
n04582771	n	4582771	wicket.n.02	wicket
n04582869	n	4582869	wicket.n.01	wicket
n04583022	n	4583022	wickiup.n.01	wickiup
n04583212	n	4583212	wide-angle_lens.n.01	wide-angle_lens
n04583620	n	4583620	widebody_aircraft.n.01	widebody_aircraft
n04584056	n	4584056	wiffle.n.01	Wiffle
n04584207	n	4584207	wig.n.01	wig
n04584373	n	4584373	wigwam.n.01	wigwam
n04585128	n	4585128	wilton.n.01	Wilton
n04585318	n	4585318	wimple.n.01	wimple
n04585745	n	4585745	winch.n.01	winch
n04585980	n	4585980	winchester.n.02	Winchester
n04586581	n	4586581	winder.n.02	winder
n04586932	n	4586932	wind_instrument.n.01	wind_instrument
n04587327	n	4587327	windjammer.n.01	windjammer
n04587404	n	4587404	windmill.n.02	windmill
n04587559	n	4587559	windmill.n.01	windmill
n04587648	n	4587648	window.n.01	window
n04588739	n	4588739	window.n.08	window
n04589190	n	4589190	window_blind.n.01	window_blind
n04589325	n	4589325	window_box.n.01	window_box
n04589593	n	4589593	window_frame.n.01	window_frame
n04589890	n	4589890	window_screen.n.01	window_screen
n04590021	n	4590021	window_seat.n.01	window_seat
n04590129	n	4590129	window_shade.n.01	window_shade
n04590553	n	4590553	windshield.n.01	windshield
n04590746	n	4590746	windshield_wiper.n.01	windshield_wiper
n04591157	n	4591157	windsor_tie.n.01	Windsor_tie
n04591517	n	4591517	wind_turbine.n.01	wind_turbine
n04591631	n	4591631	wine_bar.n.01	wine_bar
n04591713	n	4591713	wine_bottle.n.01	wine_bottle
n04591887	n	4591887	wine_bucket.n.01	wine_bucket
n04592005	n	4592005	wine_cask.n.01	wine_cask
n04592099	n	4592099	wineglass.n.01	wineglass
n04592356	n	4592356	winepress.n.01	winepress
n04592741	n	4592741	wing.n.02	wing
n04593524	n	4593524	wing_tip.n.01	wing_tip
n04593866	n	4593866	wiper.n.02	wiper
n04594114	n	4594114	wiper_motor.n.01	wiper_motor
n04594218	n	4594218	wire.n.01	wire
n04594489	n	4594489	wire.n.02	wire
n04594742	n	4594742	wire_cloth.n.01	wire_cloth
n04594828	n	4594828	wire_cutter.n.01	wire_cutter
n04595285	n	4595285	wire_matrix_printer.n.01	wire_matrix_printer
n04595611	n	4595611	wire_stripper.n.01	wire_stripper
n04595855	n	4595855	wiring.n.01	wiring
n04596742	n	4596742	wok.n.01	wok
n04596852	n	4596852	woman's_clothing.n.01	woman's_clothing
n04597066	n	4597066	wood.n.08	wood
n04597400	n	4597400	wood_chisel.n.01	wood_chisel
n04597804	n	4597804	woodenware.n.01	woodenware
n04597913	n	4597913	wooden_spoon.n.02	wooden_spoon
n04598136	n	4598136	woodscrew.n.01	woodscrew
n04598318	n	4598318	woodshed.n.01	woodshed
n04598582	n	4598582	woodwind.n.01	woodwind
n04598965	n	4598965	woof.n.01	woof
n04599124	n	4599124	woofer.n.01	woofer
n04599235	n	4599235	wool.n.01	wool
n04600312	n	4600312	workbasket.n.01	workbasket
n04600486	n	4600486	workbench.n.01	workbench
n04600912	n	4600912	work-clothing.n.01	work-clothing
n04601938	n	4601938	workpiece.n.01	workpiece
n04602762	n	4602762	workroom.n.01	workroom
n04602840	n	4602840	works.n.04	works
n04602956	n	4602956	work-shirt.n.01	work-shirt
n04603399	n	4603399	workstation.n.01	workstation
n04603729	n	4603729	worktable.n.01	worktable
n04604806	n	4604806	worm_gear.n.01	worm_gear
n04605163	n	4605163	worsted.n.01	worsted
n04605321	n	4605321	worsted.n.02	worsted
n04605572	n	4605572	wraparound.n.01	wraparound
n04605726	n	4605726	wrapping.n.01	wrapping
n04606251	n	4606251	wreck.n.04	wreck
n04606574	n	4606574	wrench.n.03	wrench
n04607242	n	4607242	wringer.n.01	wringer
n04607759	n	4607759	wrist_pin.n.01	wrist_pin
n04607869	n	4607869	wristwatch.n.01	wristwatch
n04608329	n	4608329	writing_desk.n.02	writing_desk
n04608435	n	4608435	writing_desk.n.01	writing_desk
n04608567	n	4608567	writing_implement.n.01	writing_implement
n04608923	n	4608923	xerox.n.02	Xerox
n04609531	n	4609531	x-ray_film.n.01	X-ray_film
n04609651	n	4609651	x-ray_machine.n.01	X-ray_machine
n04610013	n	4610013	yacht.n.01	yacht
n04610274	n	4610274	yagi.n.01	yagi
n04610503	n	4610503	yard.n.09	yard
n04610676	n	4610676	yard.n.08	yard
n04612026	n	4612026	yarmulke.n.01	yarmulke
n04612257	n	4612257	yataghan.n.01	yataghan
n04612373	n	4612373	yawl.n.02	yawl
n04612504	n	4612504	yawl.n.01	yawl
n04613015	n	4613015	yoke.n.01	yoke
n04613696	n	4613696	yurt.n.01	yurt
n04613939	n	4613939	zamboni.n.01	Zamboni
n04615226	n	4615226	zither.n.01	zither
n04615644	n	4615644	zoot_suit.n.01	zoot_suit
n04950713	n	4950713	grain.n.10	grain
n04951186	n	4951186	marbleization.n.01	marbleization
n04955160	n	4955160	polish.n.01	polish
n04959672	n	4959672	chromatic_color.n.01	chromatic_color
n04960277	n	4960277	black.n.01	black
n04961691	n	4961691	gray.n.01	gray
n04962062	n	4962062	ash_grey.n.01	ash_grey
n04962240	n	4962240	charcoal.n.03	charcoal
n04963111	n	4963111	sanguine.n.01	sanguine
n04963307	n	4963307	turkey_red.n.01	Turkey_red
n04963588	n	4963588	crimson.n.01	crimson
n04963740	n	4963740	dark_red.n.01	dark_red
n04965179	n	4965179	orange.n.02	orange
n04965661	n	4965661	yellow.n.01	yellow
n04966543	n	4966543	gamboge.n.02	gamboge
n04966941	n	4966941	pale_yellow.n.01	pale_yellow
n04967191	n	4967191	green.n.01	green
n04967561	n	4967561	greenishness.n.01	greenishness
n04967674	n	4967674	sea_green.n.01	sea_green
n04967801	n	4967801	sage_green.n.01	sage_green
n04967882	n	4967882	bottle_green.n.01	bottle_green
n04968056	n	4968056	emerald.n.03	emerald
n04968139	n	4968139	olive_green.n.01	olive_green
n04968749	n	4968749	jade_green.n.01	jade_green
n04968895	n	4968895	blue.n.01	blue
n04969242	n	4969242	azure.n.01	azure
n04969540	n	4969540	steel_blue.n.01	steel_blue
n04969798	n	4969798	greenish_blue.n.01	greenish_blue
n04969952	n	4969952	purplish_blue.n.01	purplish_blue
n04970059	n	4970059	purple.n.01	purple
n04970470	n	4970470	lavender.n.02	lavender
n04970631	n	4970631	reddish_purple.n.01	reddish_purple
n04970916	n	4970916	pink.n.01	pink
n04971211	n	4971211	carnation.n.02	carnation
n04971313	n	4971313	rose.n.03	rose
n04972350	n	4972350	chestnut.n.04	chestnut
n04972451	n	4972451	chocolate.n.03	chocolate
n04972801	n	4972801	light_brown.n.01	light_brown
n04973386	n	4973386	reddish_brown.n.01	reddish_brown
n04973585	n	4973585	brick_red.n.01	brick_red
n04973816	n	4973816	indian_red.n.03	Indian_red
n04974340	n	4974340	olive.n.05	olive
n04974859	n	4974859	ultramarine.n.02	ultramarine
n04976952	n	4976952	complexion.n.01	complexion
n05238282	n	5238282	skin.n.01	skin
n05239437	n	5239437	skin_graft.n.01	skin_graft
n05244934	n	5244934	macule.n.01	macule
n05257476	n	5257476	bouffant.n.01	bouffant
n05260127	n	5260127	pageboy.n.02	pageboy
n05260240	n	5260240	pompadour.n.02	pompadour
n05261310	n	5261310	thatch.n.01	thatch
n05262422	n	5262422	soup-strainer.n.01	soup-strainer
n05262534	n	5262534	mustachio.n.01	mustachio
n05262698	n	5262698	walrus_mustache.n.01	walrus_mustache
n05399034	n	5399034	milk.n.02	milk
n05448704	n	5448704	myeloblast.n.01	myeloblast
n05449959	n	5449959	leukocyte.n.01	leukocyte
n05451384	n	5451384	lymphocyte.n.01	lymphocyte
n05453657	n	5453657	neutrophil.n.01	neutrophil
n05526957	n	5526957	prepuce.n.02	prepuce
n05581932	n	5581932	cuticle.n.01	cuticle
n05584746	n	5584746	hangnail.n.01	hangnail
n05586759	n	5586759	exoskeleton.n.01	exoskeleton
n06255081	n	6255081	vehicle.n.02	vehicle
n06255613	n	6255613	paper.n.04	paper
n06263369	n	6263369	press.n.02	press
n06263609	n	6263609	print_media.n.01	print_media
n06263762	n	6263762	storage_medium.n.01	storage_medium
n06266633	n	6266633	fleet_street.n.02	Fleet_Street
n06266710	n	6266710	photojournalism.n.01	photojournalism
n06267145	n	6267145	newspaper.n.01	newspaper
n06267564	n	6267564	daily.n.01	daily
n06267655	n	6267655	gazette.n.01	gazette
n06267758	n	6267758	school_newspaper.n.01	school_newspaper
n06267893	n	6267893	tabloid.n.02	tabloid
n06267991	n	6267991	yellow_journalism.n.01	yellow_journalism
n06271778	n	6271778	telecommunication.n.01	telecommunication
n06272290	n	6272290	telephone.n.02	telephone
n06272612	n	6272612	voice_mail.n.01	voice_mail
n06272803	n	6272803	call.n.01	call
n06273207	n	6273207	call-back.n.01	call-back
n06273294	n	6273294	collect_call.n.01	collect_call
n06273414	n	6273414	call_forwarding.n.01	call_forwarding
n06273555	n	6273555	call-in.n.01	call-in
n06273743	n	6273743	call_waiting.n.01	call_waiting
n06273986	n	6273986	local_call.n.01	local_call
n06274092	n	6274092	long_distance.n.01	long_distance
n06274921	n	6274921	telegraphy.n.01	telegraphy
n06275353	n	6275353	wireless.n.02	wireless
n06276697	n	6276697	broadcasting.n.02	broadcasting
n06277135	n	6277135	radio.n.01	radio
n06277280	n	6277280	television.n.01	television
n06278338	n	6278338	cable_television.n.01	cable_television
n06278475	n	6278475	high-definition_television.n.01	high-definition_television
n06281040	n	6281040	reception.n.03	reception
n06359193	n	6359193	web_site.n.01	web_site
n06591815	n	6591815	album.n.01	album
n06595351	n	6595351	magazine.n.01	magazine
n06596179	n	6596179	colour_supplement.n.01	colour_supplement
n06596364	n	6596364	comic_book.n.01	comic_book
